"id","Symbol","IDG Family"
1003,"GCC1","Other"
1004,"DUSP21","Enzyme"
1005,"DUT","Enzyme"
1006,"DUX1","Other"
1007,"EEF1AKMT4-ECE2","Other"
1008,"EFCAB13","Other"
1009,"EI24","Other"
1010,"EGFL7","Other"
1011,"EIF2D","Other"
1012,"EIF2B5","Other"
1013,"EIF1","Other"
1014,"ELL","Enzyme"
1015,"ELP1","Other"
1016,"ELAVL3","Other"
1017,"ELP3","Epigenetic"
1018,"ELP4","Other"
1019,"ENTPD8","Enzyme"
1020,"DMRT2","Transcription Factor"
1021,"DLGAP4","Other"
1022,"DNAL1","Other"
1023,"DNASE1","Enzyme"
1024,"POLN","Enzyme"
1025,"POLQ","Enzyme"
1026,"POLG","Enzyme"
1027,"POLB","Enzyme"
1028,,"Other"
1029,"DSCAML1","Other"
1030,"DSCR4","Other"
1031,"GABRA1","Ion Channel"
1032,"DSCR10","Other"
1033,"DSC2","Other"
1034,"DTL","Other"
1035,"GABRD","Ion Channel"
1036,"GABRG3","Ion Channel"
1037,"GABARAPL1","Other"
1038,"EEF1DP3","Other"
1039,"AGL","Other"
1040,"GDF11","Other"
1041,"EEF2KMT","Enzyme"
1042,"GDF2","Other"
1043,"GDF5OS","Other"
1044,"EFCAB11","Other"
1045,"EFCAB12","Other"
1046,"ERVFC1","Other"
1047,"ERVFC1-1","Other"
1048,"EFCAB1","Other"
1049,"GGT2","Enzyme"
1050,"GGT5","Enzyme"
1051,"GGT6","Enzyme"
1052,"GGT7","Enzyme"
1053,"TUFM","Other"
1054,"EIF2B1","Other"
1055,"EID1","Other"
1056,"ELL2","Enzyme"
1057,"ELP5","Other"
1058,"ETNK1","Kinase"
1059,"ELP6","Other"
1060,"DUS2","Enzyme"
1061,"DUSP7","Enzyme"
1062,"DUSP3","Enzyme"
1063,"GCDH","Enzyme"
1064,"DUSP22","Enzyme"
1065,"GCFC2","Other"
1066,"EGFL6","Other"
1067,"EIF3D","Other"
1068,"EHMT2","Epigenetic"
1069,"ENG","Other"
1070,"GID4","Other"
1071,"EIF3G","Other"
1072,"ELL3","Enzyme"
1073,"EIF3I","Other"
1074,"ELOA3B","Enzyme"
1075,"ETNK2","Kinase"
1076,"ELMOD2","Other"
1077,"ELMO1","Other"
1078,"ELAVL1","Other"
1079,"ELANE","Enzyme"
1080,"ELOVL4","Other"
1081,"ENTPD4","Enzyme"
1082,"EPC1","Other"
1083,"DLGAP3","Other"
1084,"HLA-DMA","Other"
1085,"DNAI2","Other"
1086,"DLG5","Other"
1087,"GCNT1","Enzyme"
1088,"GCNT3","Enzyme"
1089,"GCNT7","Enzyme"
1090,"TUBGCP2","Other"
1091,"DNAH7","Other"
1092,"DNAH8","Other"
1093,"TUBGCP6","Other"
1094,"DYDC1","Other"
1095,"DYDC2","Other"
1096,"DNAH12","Other"
1097,"DNAH14","Other"
1098,"DNAH17","Other"
1099,"DNAH3","Other"
1100,"DYNLL1","Other"
1101,"DYNLT3","Other"
1102,"DYM","Other"
1103,"DNM2","Other"
1104,"DYRK1B","Kinase"
1105,"DNM3","Other"
1106,"DHFR2","Enzyme"
1107,"DYRK2","Kinase"
1108,"DYRK3","Kinase"
1109,"DYRK4","Kinase"
1110,"DZANK1","Other"
1111,"DZIP1L","Other"
1112,"GCSAM","Other"
1113,"EIF2AK1","Kinase"
1114,"EIF2AK2","Kinase"
1115,"E2F4","Transcription Factor"
1116,"E2F5","Transcription Factor"
1117,"EIF2AK3","Kinase"
1118,"EIF2AK4","Kinase"
1119,"E2F8","Transcription Factor"
1120,"GCSH","Other"
1121,"EPB41L1","Other"
1122,"EPB41L5","Other"
1123,"EAF1","Other"
1124,"EAF2","Transcription Factor"
1125,"EBLN1","Other"
1126,"GDF5","Other"
1127,"EEF2","Other"
1128,"GDF6","Other"
1129,"EFCAB5","Other"
1130,"EFCAB7","Other"
1131,"GFM1","Other"
1132,"SERPINE2","Other"
1133,"GDPD1","Enzyme"
1134,"DNA2","Enzyme"
1135,"DLG4","Other"
1136,"DYNAP","Other"
1137,"DHFR","Enzyme"
1138,"DYSF","Other"
1139,"DST","Other"
1140,"DYTN","Other"
1141,"DZIP1","Other"
1142,"DZIP3","Enzyme"
1143,"E2F3","Transcription Factor"
1144,"E2F6","Transcription Factor"
1145,"E2F7","Transcription Factor"
1146,"E2F1","Transcription Factor"
1147,"EPB41L2","Other"
1148,"EPB41L3","Other"
1149,"SLC1A1","Transporter"
1150,"SLC1A7","Transporter"
1151,"EAPP","Other"
1152,"MEAF6","Other"
1153,"ECD","Other"
1154,"HADHA","Other"
1155,"HADHB","Enzyme"
1156,"ECHDC2","Enzyme"
1157,"ECHDC3","Enzyme"
1158,"ECHS1","Enzyme"
1159,"EHHADH","Other"
1160,"ECI1","Enzyme"
1161,"ECI2","Enzyme"
1162,"DHRS11","Enzyme"
1163,"DHX33","Enzyme"
1164,"C3orf58","Other"
1165,"DHRSX","Enzyme"
1166,"DIAPH2","Other"
1167,"DNAJC25","Other"
1168,"DNAJC12","Other"
1169,"DMRTA2","Transcription Factor"
1170,"DLGAP2","Other"
1171,"PDSS2","Enzyme"
1172,"DYNLRB2","Other"
1173,"DVL3","Other"
1174,,"Other"
1175,"DDX39B","Enzyme"
1176,"GCKR","Enzyme"
1177,"GCM1","Transcription Factor"
1178,"GCNT4","Enzyme"
1179,"TUBGCP3","Other"
1180,"TUBGCP4","Other"
1181,"TUBGCP5","Other"
1182,"DNAH9","Other"
1183,"DYNC2H1","Other"
1184,"NR3C1","Nuclear Receptor"
1185,"DNAH5","Other"
1186,"DNM1","Other"
1187,"E2F2","Transcription Factor"
1188,"EPB41L4B","Other"
1189,"E4F1","Transcription Factor"
1190,"EP400P1","Other"
1191,"EPB41L4A","Other"
1192,"DLL4","Other"
1193,"DLX4","Transcription Factor"
1194,"DMBT1","Other"
1195,"DUX3","Other"
1196,"DVL1P1","Other"
1197,"DDX39A","Enzyme"
1198,"EBNA1BP2","Other"
1199,"EBLN2","Other"
1200,"EBPL","Other"
1201,"ECE1","Enzyme"
1202,"ECE2","Enzyme"
1203,"ECEL1","Enzyme"
1204,"RNASE3","Enzyme"
1205,"EDC4","Other"
1206,"EDDM13","Other"
1207,"EDEM2","Enzyme"
1208,"EDEM3","Enzyme"
1209,"EDF1","Other"
1210,"EDIL3","Other"
1211,"EDN3","Other"
1212,"EEPD1","Enzyme"
1213,"EDRF1","Other"
1214,"EEF1A2","Other"
1215,"GDAP1L1","Other"
1216,"CGRRF1","Other"
1217,"C8orf31","Other"
1218,"C8orf74","Other"
1219,"CH25H","Enzyme"
1220,"CHD4","Epigenetic"
1221,"CHODL","Other"
1222,"DNER","Other"
1223,"DNHD1","Other"
1224,"DNAJA3","Other"
1225,"DNAJA4","Other"
1226,"DNAJB1","Other"
1227,"CKS1B","Enzyme"
1228,"DNASE2B","Enzyme"
1229,"DNASE1L2","Enzyme"
1230,"CLPTM1","Other"
1231,"HLA-DOA","Other"
1232,"DOC2A","Other"
1233,"DOCK2","Other"
1234,"DOCK4","Other"
1235,"DOCK5","Other"
1236,"DOCK6","Other"
1237,"DOCK8","Other"
1238,"DOCK9","Other"
1239,"DOHH","Enzyme"
1240,"DOK1","Other"
1241,"DOK2","Other"
1242,"DOK3","Other"
1243,"DOK4","Other"
1244,"DOK5","Other"
1245,"DOK6","Other"
1246,"DOK7","Other"
1247,"DOLK","Enzyme"
1248,"DONSON","Other"
1249,"DOP1A","Other"
1250,"DOP1B","Other"
1251,"DDT","Enzyme"
1252,"DBH","Enzyme"
1253,"DOLPP1","Enzyme"
1254,"DOT1L","Epigenetic"
1255,"DUOXA1","Enzyme"
1256,"DUOXA2","Enzyme"
1257,"APPL1","Other"
1258,"APPL2","Other"
1259,"DPEP2NB","Other"
1260,"HLA-DPA1","Other"
1261,"DHX35","Enzyme"
1262,"DHRS3","Enzyme"
1263,"DHX36","Enzyme"
1264,"DHX37","Enzyme"
1265,"DHX40","Enzyme"
1266,"SLC25A10","Transporter"
1267,"DIP2A","Other"
1268,"DNAJB12","Other"
1269,"DKK1","Other"
1270,"DKK2","Other"
1271,"DKKL1","Other"
1272,"DMRTC1","Other"
1273,"DMPK","Kinase"
1274,"DLG2","Other"
1275,"DNAL4","Other"
1276,"POLE4","Enzyme"
1277,"POLG2","Enzyme"
1278,"POLA1","Enzyme"
1279,"GATB","Enzyme"
1280,"GNB3","Other"
1281,"GNB4","Other"
1282,"GABRG1","Ion Channel"
1283,"GABRG2","Ion Channel"
1284,"DUX4L2","Transcription Factor"
1285,"DUSP8","Enzyme"
1286,"DUSP12","Enzyme"
1287,,"Enzyme"
1288,"DUSP19","Enzyme"
1289,"DUX5","Other"
1290,"GCH1","Enzyme"
1291,"GCM2","Transcription Factor"
1292,"GCN1","Other"
1293,"GCOM2","Other"
1294,"DNAH6","Other"
1295,"ACBD3","Other"
1296,"DYNC1H1","Other"
1297,"DNAH10","Other"
1298,"DNAH11","Other"
1299,"DNAH1","Other"
1300,"DNAH2","Other"
1301,"DYNLL2","Other"
1302,"DYNLT1","Other"
1303,"DYRK1A","Kinase"
1304,"GBF1","Other"
1305,"DSG3","Other"
1306,"RIPPLY3","Other"
1307,"DSCR8","Other"
1308,"DSCR9","Other"
1309,"GABRA3","Ion Channel"
1310,"DSEL","Enzyme"
1311,"GABRA4","Ion Channel"
1312,"DSCAM","Other"
1313,"GABRA5","Ion Channel"
1314,"GABARAP","Other"
1315,"GABRB1","Ion Channel"
1316,"GABRB3","Ion Channel"
1317,"DUX4L6","Transcription Factor"
1318,"DUX4L7","Other"
1319,"GABARAPL3","Other"
1320,"GABRP","Ion Channel"
1321,"DUSP28","Enzyme"
1322,"DUSP4","Enzyme"
1323,"GABRQ","Ion Channel"
1324,"DUS3L","Enzyme"
1325,"GBX2","Transcription Factor"
1326,"GCC2","Other"
1327,"DUX4L9","Other"
1328,"DUXA","Transcription Factor"
1329,"DXO","Enzyme"
1330,"DVL2","Other"
1331,"DEFB109B","Other"
1332,"DEFB128","Other"
1333,"DAZ2","Other"
1334,"DBR1","Other"
1335,"DCAF4","Other"
1336,"DCLK2","Kinase"
1337,"DCK","Kinase"
1338,"DDX20","Enzyme"
1339,"DDX49","Enzyme"
1340,"DECR2","Enzyme"
1341,"DDX1","Enzyme"
1342,"DDR2","Kinase"
1343,"DENND4B","Other"
1344,"DGUOK","Kinase"
1345,"DHX15","Enzyme"
1346,"DIP2B","Other"
1347,"DNAJB14","Other"
1348,"DNAJB13","Other"
1349,"DNAJC22","Other"
1350,"DKK4","Other"
1351,"DMBX1","Transcription Factor"
1352,"DMAC1","Other"
1353,"DMAC2","Enzyme"
1354,"HSD17B3","Enzyme"
1355,"GLUD2","Enzyme"
1356,"DNAJC24","Other"
1357,"DNAJC10","Other"
1358,"DISP2","Other"
1359,"DISP3","Other"
1360,"DLL1","Other"
1361,"DMRTC2","Transcription Factor"
1362,"DLX5","Transcription Factor"
1363,"DLX6","Transcription Factor"
1364,"DMXL1","Other"
1365,"GABRE","Ion Channel"
1366,"DUSP23","Enzyme"
1367,"DTWD2","Other"
1368,"DTX3L","Enzyme"
1369,"GABRR2","Ion Channel"
1370,"DUSP2","Enzyme"
1371,"DSTYK","Kinase"
1372,"DUPD1","Enzyme"
1373,"DUSP14","Enzyme"
1374,"DUSP15","Enzyme"
1375,"GCRG224","Other"
1376,"DUSP18","Enzyme"
1377,"DUS1L","Enzyme"
1378,"DUSP1","Enzyme"
1379,"DUX4","Other"
1380,"DVL1","Other"
1381,"EHBP1L1","Other"
1382,"EGR4","Transcription Factor"
1383,"EGLN3","Other"
1384,"EIF3E","Other"
1385,"ERVS71-1","Other"
1386,"ENPP1","Enzyme"
1387,"RASGRP3","Other"
1388,"EXOG","Enzyme"
1389,"EXOSC1","Other"
1390,"EXOSC8","Enzyme"
1391,"EXTL3","Enzyme"
1392,"FAM114A2","Other"
1393,"ST13","Other"
1394,"FAM151A","Other"
1395,"FAM133B","Other"
1396,"FAM153A","Other"
1397,"FAM155B","Other"
1398,"FAM157A","Other"
1399,"FAM157B","Other"
1400,"FAM169A","Other"
1401,"FAM120B","Other"
1402,"FBP2","Enzyme"
1403,"FAM171A1","Other"
1404,"FAM171A2","Other"
1405,"FAM173B","Other"
1406,"FAM174A","Other"
1407,"FAM184A","Other"
1408,"FAM186A","Other"
1409,"FAM186B","Other"
1410,"FAM19A4","Other"
1411,"FAM19A5","Other"
1412,"FAM193B","Other"
1413,"FAM198A","Other"
1414,"FAM201A","Other"
1415,"FAM204A","Other"
1416,"FAM205A","Other"
1417,"FAM205BP","Other"
1418,"FAM205C","Other"
1419,"FAM214A","Other"
1420,"FAM210B","Other"
1421,"FAM219A","Other"
1422,"FAM223B","Other"
1423,"FAM227B","Other"
1424,"FAM228A","Other"
1425,"FAM228B","Other"
1426,"FAM229A","Other"
1427,"FAM229B","Other"
1428,"FAM231AP","Other"
1429,"FAM231BP","Other"
1430,"FAM231C","Other"
1431,"FAM231D","Other"
1432,,"Other"
1433,"FAM236A","Other"
1434,"FAM236B","Other"
1435,"FAM237A","Other"
1436,"FAM240A","Other"
1437,"FAM240B","Other"
1438,"FAM241A","Other"
1439,"FAM241B","Other"
1440,"PFKFB2","Kinase"
1441,"FAM86B1","Enzyme"
1442,"FAM86B2","Enzyme"
1443,"FAM86C2P","Enzyme"
1444,"FAM86JP","Other"
1445,"FAM74A1","Other"
1446,"FAM74A3","Other"
1447,"FAM90A2P","Other"
1448,"FAM90A8P","Other"
1449,"FAM90A9P","Other"
1450,"FAM90A18P","Other"
1451,"FAM90A15P","Other"
1452,"FAM90A20P","Other"
1453,"FAM90A24P","Other"
1454,"FAM90A26","Other"
1455,"FAM90A27P","Other"
1456,"F11","Enzyme"
1457,"F10","Enzyme"
1458,"FAM13A","Other"
1459,"FAM49A","Other"
1460,"FAM49B","Other"
1461,"FAM53B","Other"
1462,"FAM57B","Other"
1463,"FAM30A","Other"
1464,"F5","Other"
1465,"FAM45A","Other"
1466,"FAM71A","Other"
1467,"FAM71B","Other"
1468,"FAM71C","Other"
1469,"FAM84B","Other"
1470,"EGR3","Transcription Factor"
1471,"EHF","Transcription Factor"
1472,"EGLN2","Other"
1473,"ELOA2","Enzyme"
1474,"EIF3H","Other"
1475,"ELMOD1","Other"
1476,"TMPRSS15","Enzyme"
1477,"EPHA1","Kinase"
1478,"EPS8","Enzyme"
1479,"ERAP2","Enzyme"
1480,"EXD2","Enzyme"
1481,"EXOC2","Other"
1482,"EXO1","Enzyme"
1483,"EXOSC4","Enzyme"
1484,"EXOSC5","Enzyme"
1485,"EXT2","Enzyme"
1486,"EXTL1","Enzyme"
1487,"EYS","Other"
1488,"FAM102B","Other"
1489,"FAM104A","Other"
1490,"FAM104B","Other"
1491,"FAM106CP","Other"
1492,"FAM107A","Other"
1493,"FAM111A","Other"
1494,"FAM111B","Other"
1495,"FAM155A","Other"
1496,"FAM161A","Other"
1497,"F13A1","Enzyme"
1498,"F13B","Other"
1499,"FAM163A","Other"
1500,"FAM163B","Other"
1501,"FAM160A2","Other"
1502,"FAM160B1","Other"
1503,"FAM118A","Other"
1504,"FAM118B","Other"
1505,"FAM124B","Other"
1506,"FAM170A","Other"
1507,"FAM173A","Other"
1508,"FAM180A","Other"
1509,"FAM180B","Other"
1510,"FAM181A","Other"
1511,"FAM181B","Other"
1512,"FAM182A","Other"
1513,"FAM182B","Other"
1514,"FAM183A","Other"
1515,"FAM177A1","Other"
1516,"FAM178B","Other"
1517,"FAM187B","Other"
1518,"FAM189A1","Other"
1519,"FAM189A2","Other"
1520,"FAM193A","Other"
1521,"FAM19A2","Other"
1522,"FAM209A","Other"
1523,"FAM209B","Other"
1524,"FAM210A","Other"
1525,"FAM215A","Other"
1526,"FAM216A","Other"
1527,"FAM216B","Other"
1528,"FAM217A","Other"
1529,"FAM217B","Other"
1530,"FAM218A","Other"
1531,"FAM219B","Other"
1532,"FAM220A","Other"
1533,"FAM220BP","Other"
1534,"FAM221A","Other"
1535,"FAM221B","Other"
1536,"FAM222A","Other"
1537,"FAM222B","Other"
1538,"FAM122C","Other"
1539,"FAM223A","Other"
1540,"FAM227A","Other"
1541,"FAM234A","Other"
1542,"FAM234B","Other"
1543,"FAM236C","Other"
1544,"FAM236D","Other"
1545,"FAM243A","Other"
1546,"FAM243B","Other"
1547,"PFKFB1","Kinase"
1548,"EIF2A","Other"
1549,"EID2B","Other"
1550,"EID2","Other"
1551,"EGR2","Transcription Factor"
1552,"EIF2B3","Other"
1553,"EIF3C","Other"
1554,"ELOA","Other"
1555,"ELOVL6","Other"
1556,"ELMOD3","Other"
1557,"AHCTF1","Other"
1558,"ENTR1","Other"
1559,"ENPP7","Enzyme"
1560,"ENTPD1","Enzyme"
1561,"GPX6","Enzyme"
1562,"GPX8","Enzyme"
1563,"ESPL1","Enzyme"
1564,"ELSPBP1","Other"
1565,"ETHE1","Enzyme"
1566,"EVA1B","Other"
1567,"EVI2B","Other"
1568,"EVI5L","Other"
1569,"EVI5","Other"
1570,"GRN","Other"
1571,"CXCL1","Other"
1572,"EVPL","Other"
1573,"RASGRP1","Other"
1574,"EXOC3L2","Other"
1575,"EXOC3L4","Other"
1576,"EXOSC10","Other"
1577,"EXOC6","Other"
1578,"EXOC7","Other"
1579,"EXT1","Enzyme"
1580,"EYA3","Other"
1581,"FAM106A","Other"
1582,"FAM110C","Other"
1583,"GRP","Other"
1584,"FAM131A","Other"
1585,"FAM117A","Other"
1586,"FAM120A","Other"
1587,"GSG1L2","Other"
1588,"FAM124A","Other"
1589,"FAM170B","Other"
1590,"FAM89A","Other"
1591,"HIST1H2BL","Other"
1592,"EIF2B4","Other"
1593,"EHD2","Other"
1594,"EHD3","Other"
1595,"EIF3B","Other"
1596,"ELOA3","Enzyme"
1597,"ELOB","Other"
1598,"PI3","Other"
1599,"ELP2","Other"
1600,"ELF2","Transcription Factor"
1601,"ELAVL2","Other"
1602,"ELF3","Transcription Factor"
1603,"ELN","Other"
1604,"EPS15L1","Other"
1605,"ETFDH","Enzyme"
1606,"ETV2","Transcription Factor"
1607,"ETV3L","Transcription Factor"
1608,"ETS1","Transcription Factor"
1609,"ETV4","Transcription Factor"
1610,"ETV6","Transcription Factor"
1611,"ETV7","Transcription Factor"
1612,"ETFBKMT","Enzyme"
1613,"EVA1A","Other"
1614,"RASGRP4","Other"
1615,"EXOC1L","Other"
1616,"EXOSC9","Enzyme"
1617,"EXOC8","Other"
1618,"EXOSC6","Enzyme"
1619,"EYA1","Other"
1620,"EXOSC7","Enzyme"
1621,"EXPH5","Other"
1622,"EZH1","Epigenetic"
1623,"EZH2","Epigenetic"
1624,"FAM102A","Other"
1625,"FAM126B","Other"
1626,"FAM149B1","Other"
1627,"H2AFZ","Other"
1628,"FAM98A","Other"
1629,"F9","Enzyme"
1630,"H2BFWT","Other"
1631,"FAR1","Enzyme"
1632,"HIST1H3A","Other"
1633,"FAF2","Other"
1634,"FAM74A4","Other"
1635,"FAM9A","Other"
1636,"FAN1","Enzyme"
1637,"EGFEM1P","Other"
1638,"EHBP1","Other"
1639,"EGFR","Kinase"
1640,"EHD4","Other"
1641,"EIF1B","Other"
1642,"EHMT1","Epigenetic"
1643,"EIF3F","Other"
1644,"ELAVL4","Other"
1645,"APELA","Other"
1646,"ELOVL7","Other"
1647,"ELOC","Other"
1648,"ELOF1","Other"
1649,"ELMO2","Other"
1650,"ERV3-1","Other"
1651,"ESPN","Other"
1652,"ESR2","Nuclear Receptor"
1653,"ESRG","Other"
1654,"ESRP2","Other"
1655,"ESS2","Other"
1656,"SMG6","Enzyme"
1657,"CES1","Enzyme"
1658,"CES2","Enzyme"
1659,"GRXCR1","Other"
1660,"GRXCR2","Other"
1661,"GRID2IP","Other"
1662,"ETV5","Transcription Factor"
1663,"FAM27D1","Other"
1664,"FAM27E3","Other"
1665,"FAM71E1","Other"
1666,"FAM71E2","Other"
1667,"FAM71F1","Other"
1668,"FAM71F2","Other"
1669,"FAM74A7","Other"
1670,"FAM90A5P","Other"
1671,"FAM90A10P","Other"
1672,"FAM90A12P","Other"
1673,"FAM90A13P","Other"
1674,"FAM90A14P","Other"
1675,"FAM90A16P","Other"
1676,"FAM90A22P","Other"
1677,"FAM90A23P","Other"
1678,"FAM91A1","Other"
1679,"LINC00869","Other"
1680,"F12","Enzyme"
1681,"FAM13B","Other"
1682,"FAM13C","Other"
1683,"FAM20A","Enzyme"
1684,"FAM24A","Other"
1685,"FAM57A","Other"
1686,"FAM32A","Other"
1687,"FAM66E","Other"
1688,"FAM69B","Other"
1689,"FAM69C","Other"
1690,"GSS","Enzyme"
1691,"FAM84A","Other"
1692,"ST13P5","Other"
1693,"FAM135A","Other"
1694,"FAM136A","Other"
1695,"FAM168B","Other"
1696,"FAM162A","Other"
1697,"GRTP1","Other"
1698,"FAM160A1","Other"
1699,"FAM160B2","Other"
1700,"FBP1","Enzyme"
1701,"FAM120C","Other"
1702,"FAM120AOS","Other"
1703,"FAM171B","Other"
1704,"FAM172A","Other"
1705,"FAM172BP","Other"
1706,"GCSAML","Other"
1707,"GSAP","Enzyme"
1708,"GSN-AS1","Other"
1709,"FAM183BP","Other"
1710,"FAM174B","Other"
1711,"FAM184B","Other"
1712,"FAM185A","Other"
1713,"FAM177B","Other"
1714,"FAM187A","Other"
1715,"FAM189B","Other"
1716,"FAM198B","Other"
1717,"FAM200A","Other"
1718,"FAM200B","Other"
1719,"FAM199X","Other"
1720,"FAM19A1","Other"
1721,"FAM19A3","Other"
1722,"FAM206A","Other"
1723,"FAM207A","Other"
1724,"FAM208B","Other"
1725,"FAM214B","Other"
1726,"F8A1","Other"
1727,"FAM90A1","Other"
1728,"FAM90A7P","Other"
1729,"PFKFB3","Kinase"
1730,"PFKFB4","Enzyme"
1731,"FAM156A","Other"
1732,"FAM50A","Other"
1733,"FAM50B","Other"
1734,"FAM53A","Other"
1735,"FAM20C","Enzyme"
1736,"FAM53C","Other"
1737,"FAM24B","Other"
1738,"FA2H","Enzyme"
1739,"FAM43A","Other"
1740,"FAM43B","Other"
1741,"FAM69A","Other"
1742,"FAM45BP","Other"
1743,"FAM47A","Other"
1744,"FAM47B","Other"
1745,"FAM47C","Other"
1746,"FAM47DP","Other"
1747,"FAM47E","Other"
1748,"FABP7","Other"
1749,"FAM98C","Other"
1750,"HIST1H2BK","Other"
1751,"FANCD2OS","Other"
1752,"H2BFS","Other"
1753,"FADD","Other"
1754,"FADS6","Enzyme"
1755,"FADS1","Enzyme"
1756,"FAHD2A","Enzyme"
1757,"FAM3D","Other"
1758,"FAIM","Other"
1759,"FCMR","Other"
1760,"PTK2","Kinase"
1761,"FAM3B","Other"
1762,"FAM3C","Other"
1763,"FARP1","Other"
1764,"FASTKD3","Enzyme"
1765,"FANCG","Other"
1766,"EPCAM","Other"
1767,"EPHA3","Kinase"
1768,"EDDM3B","Other"
1769,"PABPN1L","Other"
1770,"EPM2AIP1","Other"
1771,"EXOC6B","Other"
1772,"EXD1","Enzyme"
1773,"EXOC1","Other"
1774,"EXOC3","Other"
1775,"EXOC5","Other"
1776,"EXOSC3","Other"
1777,"FAM131B","Other"
1778,"FAM131C","Other"
1779,"FAM133A","Other"
1780,"FAM151B","Other"
1781,"FAM153B","Other"
1782,"FRA10AC1","Other"
1783,"FAM110A","Other"
1784,"FAM135B","Other"
1785,"FAM166B","Other"
1786,"FAM157C","Other"
1787,"FAM167A","Other"
1788,"FAM167B","Other"
1789,"FAM168A","Other"
1790,"FAM161B","Other"
1791,"GRSF1","Other"
1792,"FAM169B","Other"
1793,"FAM162B","Other"
1794,"FAM149A","Other"
1795,"FAM166A","Other"
1796,"GRWD1","Other"
1797,"FAM122A","Other"
1798,"FAM122B","Other"
1799,"FAM86C1","Enzyme"
1800,"FBXO3","Other"
1801,"FBXO17","Other"
1802,"FBL","Enzyme"
1803,"FBXL5","Other"
1804,"FBXO38","Other"
1805,"FCGR2B","Other"
1806,"FBXO11","Other"
1807,"FABP2","Other"
1808,"FABP1","Other"
1809,"HIST1H2BB","Other"
1810,"FANCD2","Other"
1811,"ZMPSTE24","Enzyme"
1812,"HIST3H3","Other"
1813,"FAF1","Other"
1814,"FAHD1","Enzyme"
1815,"FASTKD5","Enzyme"
1816,"FAM9B","Other"
1817,"FAAP24","Other"
1818,"HIST1H4A","Other"
1819,"FATE1","Other"
1820,"FBF1","Other"
1821,"EFEMP2","Other"
1822,"FBXO30","Other"
1823,"FBXO32","Other"
1824,"GRPEL1","Other"
1825,"GRPEL2","Other"
1826,"FAM87A","Other"
1827,"FAH","Enzyme"
1828,"FADS2","Enzyme"
1829,"FADS3","Enzyme"
1830,"FANK1","Other"
1831,"FAT4","Other"
1832,"FANCC","Other"
1833,"FCAMR","Other"
1834,"FBXL4","Other"
1835,"FBXO25","Other"
1836,"EFEMP1","Other"
1837,"FBXO48","Other"
1838,"MS4A2","Other"
1839,"FCGR2C","Other"
1840,"FCRL2","Other"
1841,"FCRLA","Other"
1842,"FBN2","Other"
1843,"CSTB","Other"
1844,"DEFB107A","Other"
1845,"DDX11L8","Enzyme"
1846,"DEFB131B","Other"
1847,"DAAM2","Other"
1848,"DAB2","Other"
1849,"DAZAP1","Other"
1850,"DAXX","Other"
1851,"DBP","Transcription Factor"
1852,"DYNC1LI2","Other"
1853,"CD38","Enzyme"
1854,"CDCA5","Other"
1855,"CDHR2","Other"
1856,"CDHR4","Other"
1857,"CDKN2D","Enzyme"
1858,"CD5L","Other"
1859,"CDKN3","Enzyme"
1860,"CDADC1","Enzyme"
1861,"CEP104","Other"
1862,"CDYL","Epigenetic"
1863,"CDKN2A","Enzyme"
1864,"CEBPB","Transcription Factor"
1865,"C5orf47","Other"
1866,"CFAP99","Other"
1867,"CHI3L2","Enzyme"
1868,"HSPD1","Other"
1869,"CHD2","Epigenetic"
1870,"CHP2","Other"
1871,"TESC","Other"
1872,"DND1","Other"
1873,"DNAJC5B","Other"
1874,"DNAJC5G","Other"
1875,"DNAJA1","Other"
1876,"DNAJA2","Other"
1877,"DNAJB2","Other"
1878,"DNAJB3","Other"
1879,"DNAJB4","Other"
1880,"DNAJB5","Other"
1881,"DNAJB6","Other"
1882,"DNAJB7","Other"
1883,"DNAJB8","Other"
1884,"DNAJB9","Other"
1885,"DNAJC1","Transcription Factor"
1886,"DNAJC2","Transcription Factor"
1887,"DNAJC3","Other"
1888,"DNAJC4","Other"
1889,"DNAJC5","Other"
1890,"DNAJC7","Other"
1891,"DNAJC8","Other"
1892,"DNAJC9","Other"
1893,"CKAP2L","Other"
1894,"LIG1","Enzyme"
1895,"LIG3","Enzyme"
1896,"CKS2","Enzyme"
1897,"LIG4","Enzyme"
1898,"CYP4F3","Enzyme"
1899,"C17orf80","Other"
1900,"MIR22HG","Other"
1901,"COQ10A","Other"
1902,"CPXCR1","Other"
1903,"CPSF2","Other"
1904,"C18orf32","Other"
1905,"CR1L","Other"
1906,"C19orf47","Other"
1907,"C19orf54","Other"
1908,"C19orf57","Other"
1909,"C19orf71","Other"
1910,"COPS2","Other"
1911,"COPS3","Other"
1912,"COPS9","Other"
1913,"COPS7B","Other"
1914,"ENC1","Other"
1915,"KAT14","Other"
1916,"CSRNP1","Other"
1917,"CSTF1","Other"
1918,"CSTF2","Other"
1919,"CSTF2T","Other"
1920,"C20orf78","Other"
1921,"C20orf85","Other"
1922,"C20orf96","Other"
1923,"CLSTN3","Other"
1924,"CUSTOS","Other"
1925,"VENTXP1","Other"
1926,"NCOR1P1","Other"
1927,"C20orf197","Other"
1928,"CTTNBP2NL","Other"
1929,"CT45A9","Other"
1930,"CT45A5","Other"
1931,"CT45A6","Other"
1932,"CT55","Other"
1933,"CT62","Other"
1934,"CTNNBL1","Other"
1935,"CHTF8","Other"
1936,"CHTF8","Other"
