"id","Symbol","IDG Family"
9470,"SAMD4B","Other"
9471,"TMED5","Other"
9472,"SMAP","Other"
9473,"IGHMBP2","Other"
9474,"SMIM1","Other"
9475,"SST","Other"
9476,"SEPT11","Other"
9477,"SEPT12","Other"
9478,"SEPT2","Other"
9479,"FAP","Enzyme"
9480,"PSPH","Enzyme"
9481,"PHGDH","Enzyme"
9482,"SENP5","Enzyme"
9483,"SERINC4","Other"
9484,"SFXN5","Other"
9485,"POMK","Kinase"
9486,"SCGB1C1","Other"
9487,"SFXN1","Other"
9488,"SGCD","Other"
9489,"SFXN4","Other"
9490,"RSKR","Kinase"
9491,"SGCA","Other"
9492,"SGPP1","Enzyme"
9493,"SHROOM2","Other"
9494,"TMEM215","Other"
9495,"TMEM218","Other"
9496,"SH3GL1","Other"
9497,"SIGLEC14","Other"
9498,"TMEM250","Other"
9499,"SH2D4B","Other"
9500,"TMEM254","Other"
9501,"SIK3","Kinase"
9502,"TMEM262","Other"
9503,"ST8SIA5","Enzyme"
9504,"SIAE","Enzyme"
9505,"SMIM10","Other"
9506,"SIRT1","Epigenetic"
9507,"SIRT4","Epigenetic"
9508,"TMEM35B","Other"
9509,"SKOR1","Other"
9510,"SLBP","Other"
9511,"SETD6","Epigenetic"
9512,"SFT2D1","Other"
9513,"SIAH1","Enzyme"
9514,"SHROOM3","Other"
9515,"TMEM216","Other"
9516,"SIPA1L2","Other"
9517,"TMEM220","Other"
9518,"SHCBP1","Other"
9519,"SGPL1","Enzyme"
9520,"SHOC2","Other"
9521,"SH3GL3","Other"
9522,"SH3KBP1","Enzyme"
9523,"SH2D2A","Other"
9524,"SIDT2","Other"
9525,"SH2D4A","Other"
9526,"SHPK","Kinase"
9527,"TMEM256","Other"
9528,"ST8SIA2","Enzyme"
9529,"SHQ1","Other"
9530,"ST8SIA6","Enzyme"
9531,"SMIM13","Other"
9532,"SIRPD","Other"
9533,"TMEM35A","Other"
9534,"KNSTRN","Other"
9535,"SKIL","Other"
9536,"SLAMF8","Other"
9537,"SLC9A8","Transporter"
9538,"SLC9A9","Transporter"
9539,"SLIT3","Other"
9540,"SLA","Other"
9541,"SLMAP","Other"
9542,"SLX4","Enzyme"
9543,"SNRPD2","Other"
9544,"SNRPD3","Other"
9545,"SMARCD1","Other"
9546,"SMCO4","Other"
9547,"SYNGR3","Other"
9548,"SNHG12","Other"
9549,"SFRP1","Other"
9550,"SFTA3","Other"
9551,"SFRP5","Other"
9552,"SIGMAR1","Other"
9553,"SH2D5","Other"
9554,"SUGT1","Other"
9555,"SH3RF2","Enzyme"
9556,"SGTA","Other"
9557,"SH3GLB2","Other"
9558,"SHISA7","Other"
9559,"SIGLEC16","Other"
9560,"SIGIRR","Other"
9561,"ST3GAL5","Enzyme"
9562,"ST6GALNAC6","Enzyme"
9563,"SIGLECL1","Other"
9564,"SIGLEC8","Other"
9565,"TMEM267","Other"
9566,"SIRPB1","Other"
9567,"SMIM10L1","Other"
9568,"SMIM14","Other"
9569,"SIRPG","Other"
9570,"SIX1","Transcription Factor"
9571,"SMIM20","Other"
9572,"SIX5","Transcription Factor"
9573,"SMIM24","Other"
9574,"SLC9B2","Transporter"
9575,"SLC9A4","Transporter"
9576,"SLAIN2","Other"
9577,"SKI","Other"
9578,"SLFN11","Other"
9579,"SLK","Kinase"
9580,"SLFNL1","Other"
9581,"SLITRK3","Other"
9582,"SLX4IP","Other"
9583,"TMC5","Ion Channel"
9584,"SMIM34B","Other"
9585,"TMED4","Other"
9586,"SMARCAL1","Other"
9587,"TMED6","Other"
9588,"TMED7","Other"
9589,"SMG1","Kinase"
9590,"TPSD1","Enzyme"
9591,"TPSG1","Enzyme"
9592,"PRSS1","Enzyme"
9593,"SLC46A2","Transporter"
9594,"TSBP1","Other"
9595,"TSGA13","Other"
9596,"TNFAIP6","Other"
9597,"TSHZ2","Other"
9598,"TSHR","GPCR"
9599,"TSPAN15","Other"
9600,"TSPAN16","Other"
9601,"TSPAN10","Other"
9602,"TSPAN11","Other"
9603,"TSPAN12","Other"
9604,"TSNAX","Other"
9605,"TSPAN3","Other"
9606,"TSPO2","Other"
9607,"THBS1","Other"
9608,"THBS2","Other"
9609,"TSPY10","Other"
9610,"TSR3","Other"
9611,"TSSK2","Kinase"
9612,"TSPYL2","Other"
9613,"TTBK2","Kinase"
9614,"TSPYL5","Other"
9615,"TTC13","Other"
9616,"TTC21A","Other"
9617,"PRSS16","Enzyme"
9618,"TTC28","Other"
9619,"TTC39A","Other"
9620,"TTC24","Other"
9621,"TTC27","Other"
9622,"TTC34","Other"
9623,"TTC9","Other"
9624,"TTC9B","Other"
9625,"TTC3","Enzyme"
9626,"TTC6","Other"
9627,"TTF2","Other"
9628,"TTI2","Other"
9629,"TTK","Kinase"
9630,"TTPA","Other"
9631,"TTLL3","Enzyme"
9632,"TTTY10","Other"
9633,"TTTY12","Other"
9634,"TTYH1","Ion Channel"
9635,"TUFT1","Other"
9636,"TULP1","Transcription Factor"
9637,"TULP3","Transcription Factor"
9638,"TUT4","Enzyme"
9639,"TRAV38-1","Other"
9640,"TUT7","Enzyme"
9641,"IGSF9","Other"
9642,"TRAV30","Other"
9643,"TRAV34","Other"
9644,"TRAV40","Other"
9645,"TRBV4-1","Other"
9646,"TRBV4-2","Other"
9647,"TRAV8-1","Other"
9648,"TRBV5-5","Other"
9649,"TRBV5-8","Other"
9650,"TRAV9-1","Other"
9651,"TRAV9-2","Other"
9652,"TRAV26-1","Other"
9653,"TRAV26-2","Other"
9654,"TRBV13","Other"
9655,"TRBV18","Other"
9656,"TRBV19","Other"
9657,"TRBV24-1","Other"
9658,"TEX13C","Other"
9659,"TEX13D","Other"
9660,"TEX101","Other"
9661,"TEX264","Other"
9662,"TXNDC11","Other"
9663,"SLC25A1","Transporter"
9664,"TDP2","Enzyme"
9665,"TIMM13","Enzyme"
9666,"TMEM116","Other"
9667,"TMEM138","Other"
9668,"TMEM144","Other"
9669,"TNFRSF8","Other"
9670,"TNFRSF1A","Other"
9671,"TPK1","Kinase"
9672,"FTSJ1","Enzyme"
9673,"TRAPPC1","Other"
9674,"TREML2","Other"
9675,"TTR","Other"
9676,"TTLL8","Enzyme"
9677,"TTLL9","Enzyme"
9678,"TTLL13P","Enzyme"
9679,"TTPAL","Other"
9680,"TTTY13","Other"
9681,"TTYH3","Ion Channel"
9682,"TRBV29-1","Other"
9683,"TRAV4","Other"
9684,"TVP23C","Other"
9685,"TRBV6-5","Other"
9686,"TRBV7-4","Other"
9687,"TRBV16","Other"
9688,"TRBV10-1","Other"
9689,"TRBV10-2","Other"
9690,"TRBV11-3","Other"
9691,"TRBV12-3","Other"
9692,"TRBV12-4","Other"
9693,"TRBV12-5","Other"
9694,"TWF1","Other"
9695,"TWSG1","Other"
9696,"TWF2","Other"
9697,"TWIST1","Transcription Factor"
9698,"TAX1BP3","Other"
9699,"TXLNA","Other"
9700,"TYSND1","Enzyme"
9701,"TYMSOS","Other"
9702,"YY1","Transcription Factor"
9703,"SNRNP35","Other"
9704,"UBE2QL1","Other"
9705,"TRPV2","Ion Channel"
9706,"TRPV4","Ion Channel"
9707,"TSACC","Other"
9708,"TAS1R2","GPCR"
9709,"PRSS2","Enzyme"
9710,"TSPEAR","Other"
9711,"TSGA10","Other"
9712,"TSHB","Other"
9713,"TSKS","Enzyme"
9714,"TSKU","Other"
9715,"TSLP","Other"
9716,"TSPAN8","Other"
9717,"TSPAN32","Other"
9718,"TSPAN14","Other"
9719,"TSR2","Other"
9720,"TSPAN6","Other"
9721,"TSPAN7","Other"
9722,"TSSC4","Other"
9723,"TSPY26P","Other"
9724,"TSSK3","Kinase"
9725,"TSPYL4","Other"
9726,"TTC23L","Other"
9727,"TTC30A","Other"
9728,"TTC25","Other"
9729,"TTC31","Other"
9730,"TTC32","Other"
9731,"TTC8","Other"
9732,"TTC37","Other"
9733,"TTC38","Other"
9734,"TTC41P","Other"
9735,"TTI1","Other"
9736,"TTLL5","Enzyme"
9737,"TTLL6","Enzyme"
9738,"TTLL7","Enzyme"
9739,"TTLL11","Enzyme"
9740,"TTLL12","Enzyme"
9741,"TTMP","Other"
9742,"TTLL4","Enzyme"
9743,"TTYH2","Ion Channel"
9744,"TUB","Transcription Factor"
9745,,"Other"
9746,"TULP4","Transcription Factor"
9747,"TUSC1","Other"
9748,"TUSC2","Other"
9749,"TUSC3","Other"
9750,"TRAV17","Other"
9751,"TRAV18","Other"
9752,"TRAV19","Other"
9753,"TRAV22","Other"
9754,"TRAV23DV6","Other"
9755,"TRAV24","Other"
9756,"TRAV29DV5","Other"
9757,"TRAV2","Other"
9758,"TRAV35","Other"
9759,"TRAV36DV7","Other"
9760,"TRAV39","Other"
9761,"TRAV3","Other"
9762,"TVP23A","Other"
9763,"TRAV41","Other"
9764,"TVP23B","Other"
9765,"TRAV5","Other"
9766,"TRAV8-2","Other"
9767,"TRAV8-4","Other"
9768,"TRAV8-6","Other"
9769,"TRBV6-2","Other"
9770,"TRBV6-4","Other"
9771,"TRAV12-3","Other"
9772,"TRBV6-8","Other"
9773,"TRAV13-2","Other"
9774,"TRBV7-6","Other"
9775,"TRBV7-7","Other"
9776,"TRBV27","Other"
9777,"TRBV28","Other"
9778,"TRBV10-3","Other"
9779,"TRBV11-1","Other"
9780,"TRBV11-2","Other"
9781,"TRBV20-1","Other"
9782,"TWIST2","Transcription Factor"
9783,"PIGZ","Enzyme"
9784,"PHYHD1","Enzyme"
9785,"PIMREG","Other"
9786,"PICK1","Other"
9787,"PINK1","Kinase"
9788,"PIRT","Other"
9789,"FAM192A","Other"
9790,"PIWIL2","Other"
9791,"PLEKHN1","Other"
9792,"PKDREJ","Ion Channel"
9793,"RLN3","Other"
9794,"PLEKHH3","Other"
9795,"PROKR2","GPCR"
9796,"PLEKHA4","Other"
9797,"PLEKHA5","Other"
9798,"PLEKHA6","Other"
9799,"ZMYND8","Epigenetic"
9800,"RERE","Transcription Factor"
9801,"PLXDC1","Other"
9802,"PLCH1","Enzyme"
9803,"PLK4","Kinase"
9804,"FXYD1","Ion Channel"
9805,"PLGRKT","Other"
9806,"PLA2G6","Enzyme"
9807,"PLCE1","Enzyme"
9808,"PMS2P5","Enzyme"
9809,"PMS2P11","Enzyme"
9810,"PKMYT1","Kinase"
9811,"PMS2CL","Other"
9812,"POGZ","Other"
9813,"POU3F3","Transcription Factor"
9814,"ERVK-9","Other"
9815,"POLK","Enzyme"
9816,"PPRC1","Other"
9817,"PPM1N","Enzyme"
9818,"PPME1","Enzyme"
9819,"PPP1R18","Other"
9820,"PRAMEF22","Other"
9821,"RABAC1","Other"
9822,"PRC1","Other"
9823,"PRRC2B","Other"
9824,"PRCD","Other"
9825,"PRDM4","TF-Epigenetic"
9826,"PRAMEF5","Other"
9827,"PRDM10","TF-Epigenetic"
9828,"PRAMEF9","Other"
9829,"PRDM6","TF-Epigenetic"
9830,"PRND","Other"
9831,"RPL10A","Other"
9832,"PHACTR2","Enzyme"
9833,"RABGGTB","Enzyme"
9834,"PGM2","Enzyme"
9835,"PIM1","Kinase"
9836,"PIAS1","Transcription Factor"
9837,"PIGB","Enzyme"
9838,"PIGR","Other"
9839,"PLEKHH1","Other"
9840,"PROKR1","GPCR"
9841,"DPF2","Epigenetic"
9842,"PKN3","Kinase"
9843,"PIK3CG","Kinase"
9844,"PLAC1","Other"
9845,"PLAC4","Other"
9846,"PLCB3","Enzyme"
9847,"PLEKHD1","Other"
9848,"PLCB4","Enzyme"
9849,"PLAGL1","Transcription Factor"
9850,"PLIN4","Other"
9851,"PLCD3","Enzyme"
9852,"PLCD4","Enzyme"
9853,"PLPP1","Enzyme"
9854,"PLPP2","Enzyme"
9855,"PLPP5","Enzyme"
9856,"PLPP7","Enzyme"
9857,"PDXP","Enzyme"
9858,"PLSCR1","Enzyme"
9859,"LCP1","Other"
9860,"PLXNA1","Other"
9861,"PMFBP1","Other"
9862,"PNMA6E","Other"
9863,"PLXNB3","Other"
9864,"PNMA8B","Other"
9865,"PNMA8C","Other"
9866,"PNMT","Enzyme"
9867,"PAH","Enzyme"
9868,"PIGM","Enzyme"
9869,"PLEKHM3","Other"
9870,"PKDCC","Kinase"
9871,"PLEKHS1","Other"
9872,"PLEKHG1","Other"
9873,"PLEKHG5","Other"
9874,"PKP4","Other"
9875,"PKNOX1","Transcription Factor"
9876,"PLA2R1","Enzyme"
9877,"PLEKHM1","Other"
9878,"PLAG1","Transcription Factor"
9879,"PLCB2","Enzyme"
9880,"PLCH2","Enzyme"
9881,"PLAGL2","Transcription Factor"
9882,"PLAA","Enzyme"
9883,"REST","Transcription Factor"
9884,"PLEK2","Other"
9885,"RBP3","Enzyme"
9886,"PLOD3","Enzyme"
9887,"PNPLA1","Enzyme"
9888,"PNPLA5","Enzyme"
9889,"PNPLA8","Enzyme"
9890,"PLS1","Other"
9891,"PLXNA3","Other"
9892,"PNMA8A","Other"
9893,"PNMA3","Other"
9894,"NAPRT","Enzyme"
9895,"POGK","Other"
9896,"PNRC1","Other"
9897,"PPP6C","Enzyme"
9898,"PPP1R17","Enzyme"
9899,"PPM1F","Enzyme"
9900,"PRR20G","Other"
9901,"PRR23A","Other"
9902,"PRR23B","Other"
9903,"PRR23C","Other"
9904,"PRAMEF26","Other"
9905,"PRRC2A","Other"
9906,"PRTFDC1","Enzyme"
9907,"PRRC2C","Other"
9908,"PRDM1","TF-Epigenetic"
9909,"PRAMEF19","Other"
9910,"PRCC","Other"
9911,"PRAMEF7","Other"
9912,"PYURF","Other"
9913,"PRDM9","TF-Epigenetic"
9914,"PRDM15","TF-Epigenetic"
9915,"PRG3","Other"
9916,"PRIMPOL","Enzyme"
9917,"PRNT","Other"
9918,"PROB1","Other"
9919,"RPL10L","Other"
9920,"PAX5","Transcription Factor"
9921,"PAXBP1","Other"
9922,"PURA","Other"
9923,"PBLD","Other"
9924,"PCP4L1","Other"
9925,"PCDHB8","Other"
9926,"PCDHB11","Other"
9927,"PCDHB12","Other"
9928,"PCDHB13","Other"
9929,"PCDHB14","Other"
9930,"PCDHA2","Other"
9931,"PCGF1","Other"
9932,"PCDHGA6","Other"
9933,"PCDHB1","Other"
9934,"PCDHGA10","Other"
9935,"PCDHB4","Other"
9936,"PCDHGB1","Other"
9937,"PCDHB7","Other"
9938,"PDE11A","Enzyme"
9939,"PTGER2","GPCR"
9940,"PEBP1","Other"
9941,"PEBP4","Other"
9942,"PSENEN","Enzyme"
9943,"PRPH","Other"
9944,"PER2","Other"
9945,"EPX","Enzyme"
9946,"RAD17","Other"
9947,"PPP1R1B","Enzyme"
9948,"PPP1R3B","Enzyme"
9949,"PPTC7","Enzyme"
9950,"PPP1R35","Enzyme"
9951,"PRAMEF25","Other"
9952,"PRB2","Other"
9953,"PRB3","Other"
9954,"PRB4","Other"
9955,"PRAMEF1","Other"
9956,"PRAMEF8","Other"
9957,"PRAM1","Other"
9958,"PPARGC1B","Other"
9959,"PRELID1","Other"
9960,"PRLR","Other"
9961,"NUP210","Other"
9962,"RFK","Enzyme"
9963,"POMT2","Enzyme"
9964,"PON2","Enzyme"
9965,"PON3","Enzyme"
9966,"POP1","Enzyme"
9967,"RIG","Other"
9968,"PPIB","Enzyme"
9969,"PPIC","Enzyme"
9970,"PPID","Enzyme"
9971,"PPP1R1C","Enzyme"
9972,"PPP1R42","Enzyme"
9973,"POU4F2","Transcription Factor"
9974,"POU5F2","Other"
9975,"PPP1R3D","Enzyme"
9976,"PRAMEF27","Other"
9977,"PRDX4","Other"
9978,"PRAMEF11","Other"
9979,"PRAMEF17","Other"
9980,"PGR","Nuclear Receptor"
9981,"PRDM8","TF-Epigenetic"
9982,"PRDM14","TF-Epigenetic"
9983,"PRIM2","Enzyme"
9984,"PRR15L","Other"
9985,"PRG4","Other"
9986,"PRICKLE2","Other"
9987,"PMM2","Enzyme"
9988,"PMS2P2","Enzyme"
9989,"BPGM","Enzyme"
9990,"PLXNC1","Other"
9991,"PMEPA1","Other"
9992,"POMGNT1","Enzyme"
9993,"PNMA2","Other"
9994,"POMGNT2","Enzyme"
9995,"PNMA5","Other"
9996,"PNISR","Other"
9997,"PML","Other"
9998,"POU4F3","Transcription Factor"
9999,"PRSS36","Enzyme"
10000,"PPM1H","Enzyme"
10001,"PPP1R32","Enzyme"
10002,"PGPEP1","Enzyme"
10003,"SDR16C5","Enzyme"
10004,"PGS1","Enzyme"
10005,"MOB4","Other"
10006,"PIAS4","Transcription Factor"
10007,"PI4KAP1","Enzyme"
10008,"PICALM","Other"
10009,"PHYHIP","Enzyme"
10010,"PIP4K2A","Kinase"
10011,"PITHD1","Other"
10012,"PITPNM1","Other"
10013,"PIN4","Enzyme"
10014,"PITX1","Transcription Factor"
10015,"PJA1","Enzyme"
10016,"PJVK","Other"
10017,"PKD1L1","Ion Channel"
10018,"PKD1L3","Ion Channel"
10019,"PLEKHG4B","Other"
10020,"PLEKHA2","Other"
10021,"PLEKHA3","Other"
10022,"PLB1","Enzyme"
10023,"PRELID3B","Other"
10024,"PKD1","Other"
10025,"PLCD1","Enzyme"
10026,"RBP1","Other"
10027,"PLK3","Kinase"
10028,"PLPP6","Enzyme"
10029,"PNPLA6","Enzyme"
10030,"PLS3","Other"
10031,"PLVAP","Other"
10032,"PMM1","Enzyme"
10033,"PMVK","Enzyme"
10034,"PLXNB1","Other"
10035,"PLXNB2","Other"
10036,"PMS1","Transcription Factor"
10037,"PNKP","Enzyme"
10038,"PPIF","Enzyme"
10039,"PPIH","Enzyme"
10040,"NUF2","Other"
10041,"NUDT15","Enzyme"
10042,"NUMB","Other"
10043,"NUDT19","Other"
10044,"NUBP2","Other"
10045,"PABPC1","Other"
10046,"PAPOLB","Enzyme"
10047,"PAPSS2","Enzyme"
10048,"PARD6G","Other"
10049,"PARP15","Enzyme"
10050,"PARL","Enzyme"
10051,"PBXIP1","Other"
10052,"PCBP1","Other"
10053,"PCDH19","Other"
10054,"PCDH20","Other"
10055,"DCHS2","Other"
10056,"PCDHA3","Other"
10057,"PCDH7","Other"
10058,"PCDHGA2","Other"
10059,"PCDHGA9","Other"
10060,"PCNT","Other"
10061,"PCOLCE2","Enzyme"
10062,"PCNX1","Other"
10063,"PCYOX1L","Enzyme"
10064,"PCMT1","Enzyme"
10065,"PILRA","Other"
10066,"PIP5KL1","Enzyme"
10067,"PIN1","Enzyme"
10068,"PIN1P1","Other"
10069,"PIR","Other"
10070,"PITPNM3","Other"
10071,"PITPNB","Other"
10072,"PIPSL","Other"
10073,"PIP","Other"
10074,"PITX2","Transcription Factor"
10075,"PLEKHA8","Other"
10076,"PLEKHM2","Other"
10077,"PJA2","Enzyme"
10078,"PKD2L2","Ion Channel"
10079,"PLEKHO2","Other"
10080,"PKD1L2","Ion Channel"
10081,"PLEKHG4","Other"
10082,"PKN1","Kinase"
10083,"PLEKHG6","Other"
10084,"PLEKHA1","Other"
10085,"PKP1","Other"
10086,"AGPAT1","Enzyme"
10087,"PLD3","Enzyme"
10088,"PLBD2","Enzyme"
10089,"PLCXD3","Other"
10090,"PLIN2","Other"
10091,"PLEK","Other"
10092,"PLOD1","Enzyme"
10093,"PLPPR4","Enzyme"
10094,"PNMA1","Other"
10095,,"Other"
10096,"PNO1","Other"
10097,"RIIAD1","Other"
10098,"POF1B","Other"
10099,"POLI","Enzyme"
10100,"PGBD3","Other"
10101,"RAI14","Other"
10102,"PDGFRA","Kinase"
10103,"RABGGTA","Enzyme"
10104,"PHF10","Epigenetic"
10105,"PHF5A","Epigenetic"
10106,"PHKG1","Kinase"
10107,"PHF6","Epigenetic"
10108,"PHF7","Epigenetic"
10109,"PIGQ","Enzyme"
10110,"PIGG","Enzyme"
10111,"PIP5K1B","Kinase"
10112,"PI15","Enzyme"
10113,"PIGL","Enzyme"
10114,"PLAC8","Other"
10115,"PLCB1","Enzyme"
10116,"RERG","Enzyme"
10117,"RBP2","Other"
10118,"PLOD2","Enzyme"
10119,"PLPPR5","Enzyme"
10120,"PLK2","Kinase"
10121,"PLRG1","Other"
10122,"PAG1","Other"
10123,"PHIP","Epigenetic"
10124,"PHF3","Epigenetic"
10125,"PHF11","Epigenetic"
10126,"PHF12","Epigenetic"
10127,"PHF13","Epigenetic"
10128,"PHF14","Epigenetic"
10129,"PHPT1","Enzyme"
10130,"PILRB","Other"
10131,"PIK3R4","Kinase"
10132,"PNN","Other"
10133,"PINX1","Transcription Factor"
10134,"POU1F1","Transcription Factor"
10135,"PKD2L1","Ion Channel"
10136,"PIK3CA","Kinase"
10137,"RERGL","Enzyme"
10138,"AGPAT2","Enzyme"
10139,"AGPAT3","Enzyme"
10140,"PLIN5","Other"
10141,"PLCXD2","Other"
10142,"PLG","Enzyme"
10143,"PLET1","Other"
10144,"RBP5","Other"
10145,"AGPAT4","Enzyme"
10146,"PLTP","Other"
10147,"PHACTR1","Enzyme"
10148,"PGLYRP4","Other"
10149,"PHF1","Epigenetic"
10150,"PHLPP1","Enzyme"
10151,"PDC","Other"
10152,"PHOX2A","Transcription Factor"
10153,"PIP4K2C","Kinase"
10154,"PIM2","Kinase"
10155,"PIGS","Enzyme"
10156,"PITPNM2","Other"
10157,"PKD2","Ion Channel"
10158,"PLEKHO1","Other"
10159,"PLEKHF1","Other"
10160,"PAK1IP1","Enzyme"
10161,"PLEKHG2","Other"
10162,"PIK3CB","Kinase"
10163,"PLEKHJ1","Other"
10164,"PIK3CD","Kinase"
10165,"PLD6","Enzyme"
10166,"PLCL1","Enzyme"
10167,"PLK1","Kinase"
10168,"PLPBP","Enzyme"
10169,"RBP4","Other"
10170,"RBP7","Other"
10171,"PNPLA2","Enzyme"
10172,"PNPLA3","Enzyme"
10173,"PNPLA4","Enzyme"
10174,"PNPLA7","Enzyme"
10175,"PDZD11","Other"
10176,"PCED1B","Enzyme"
10177,"PGA5","Enzyme"
10178,"RAD9B","Other"
10179,"PLA2G12B","Enzyme"
10180,"PHYHIPL","Enzyme"
10181,"PHLDB1","Other"
10182,"PCBD2","Enzyme"
10183,"PIGA","Enzyme"
10184,"PIM3","Kinase"
10185,"PHTF1","Other"
10186,"PI16","Enzyme"
10187,"PIK3R6","Enzyme"
10188,"PIDD1","Other"
10189,"PIP4K2B","Kinase"
10190,"PIGY","Enzyme"
10191,"PISD","Enzyme"
10192,"PDZD7","Other"
10193,"PFKP","Kinase"
10194,"GPRC5A","GPCR"
10195,"PFKL","Kinase"
10196,"PGK1","Kinase"
10197,"RAMAC","Other"
10198,"RAMP2","Other"
10199,"RDH8","Enzyme"
10200,"PGLYRP2","Enzyme"
10201,"PHB2","Other"
10202,"PGM1","Enzyme"
10203,"PHOX2B","Transcription Factor"
10204,"PIAS2","Transcription Factor"
10205,"PIGO","Enzyme"
10206,"PHTF2","Other"
10207,"PIGU","Other"
10208,"PIGV","Enzyme"
10209,"PECAM1","Other"
10210,"PGAM1","Enzyme"
10211,"CWH43","Other"
10212,"RAI2","Other"
10213,"RASIP1","Other"
10214,"RBAKDN","Other"
10215,"RAMP1","Other"
10216,"PGPEP1L","Enzyme"
10217,"PGLYRP1","Other"
10218,"HERVK_113","Other"
10219,"PHF8","Epigenetic"
10220,"PHF20","Epigenetic"
10221,"PHF23","Epigenetic"
10222,"PIH1D1","Other"
10223,"PIH1D3","Other"
10224,"PELO","Other"
10225,"PELI3","Enzyme"
10226,"PFKM","Kinase"
10227,"PGAP1","Enzyme"
10228,"PDGFRL","Other"
10229,"BGN","Other"
10230,"PHKG2","Kinase"
10231,"REC114","Other"
10232,"PHLDB2","Other"
10233,"PHRF1","Epigenetic"
10234,"PI4KAP2","Enzyme"
10235,"PIGF","Other"
10236,"PKHD1L1","Other"
10237,"PRKRIP1","Other"
10238,"RER1","Other"
10239,"PLA1A","Enzyme"
10240,"PLGLA","Other"
10241,"PLGLB1","Other"
10242,"PLCL2","Enzyme"
10243,"RGS13","Other"
10244,"RGS14","Other"
10245,"RHBDF1","Enzyme"
10246,"ARHGAP21","Enzyme"
10247,"ARHGAP22","Enzyme"
10248,"RHOBTB1","Other"
10249,"RHOBTB3","Other"
10250,"RHCE","Other"
10251,"ARHGAP11A","Enzyme"
10252,"ARHGAP11B","Enzyme"
10253,"ARHGAP6","Enzyme"
10254,"RHPN2P1","Other"
10255,"RHOB","Enzyme"
10256,"RIC8B","Other"
10257,"RIC1","Other"
10258,"RIMBP3B","Other"
10259,"RIPPLY1","Other"
10260,"RRM1","Enzyme"
10261,"RIPOR2","Other"
10262,"RINL","Other"
10263,"RPAIN","Other"
10264,"ARHGAP15","Enzyme"
10265,"ARHGAP36","Enzyme"
10266,"ARHGAP42","Enzyme"
10267,"RHEX","Other"
10268,"RHOV","Enzyme"
10269,"ARHGAP5","Enzyme"
10270,"RHPN1","Other"
10271,"RHOA","Enzyme"
10272,"RHNO1","Other"
10273,"RIC3","Other"
10274,"RIC8A","Other"
10275,"RIOK2","Kinase"
10276,"RRP7A","Other"
10277,"RIOK1","Kinase"
10278,"RRAGC","Other"
10279,"RRAS2","Enzyme"
10280,"RRAS","Enzyme"
10281,"GFM2","Other"
10282,"RPL17","Other"
10283,"MRRF","Other"
10284,"RILPL2","Other"
10285,"RRP8","Enzyme"
10286,"RRS1","Other"
10287,"RIMKLA","Enzyme"
10288,"RREB1","Transcription Factor"
10289,"DIS3","Enzyme"
10290,"RPL24","Other"
10291,"RAB24","Enzyme"
10292,"RTN4RL2","Other"
10293,"RNF144B","Enzyme"
10294,"RAB18","Enzyme"
10295,"RAB36","Enzyme"
10296,"RAB5B","Enzyme"
10297,"RBM15B","Other"
10298,"KRAS","Enzyme"
10299,"RBBP8NL","Other"
10300,"RASAL1","Other"
10301,"RASSF8","Other"
10302,"ERVK-21","Other"
10303,"REC8","Other"
10304,"REN","Enzyme"
10305,"UPF1","Other"
10306,"RETREG3","Other"
10307,"RFC3","Other"
10308,"RFNG","Enzyme"
10309,"RPA4","Other"
10310,"HJV","Other"
10311,"RGL2","Other"
10312,"QRICH1","Other"
10313,"RAB21","Enzyme"
10314,"RAB40AL","Other"
10315,"RAPSN","Other"
10316,"RCL1","Enzyme"
10317,"RCN1","Other"
10318,"RDH13","Enzyme"
10319,"ERVK-9","Other"
10320,"ADARB1","Enzyme"
10321,"REG4","Other"
10322,"UPF3A","Other"
10323,"RENBP","Enzyme"
10324,"RELCH","Other"
10325,"REM1","Enzyme"
10326,"RFT1","Other"
10327,"RFESD","Other"
10328,"RFX6","Transcription Factor"
10329,"RFX7","Transcription Factor"
10330,"RBFOX3","Other"
10331,"RASGEF1C","Other"
10332,"RFPL4B","Other"
10333,"RGSL1","Other"
10334,"RGS10","Other"
10335,"RPA2","Other"
10336,"RPA3","Other"
10337,"RFPL1","Other"
10338,"RGS22","Other"
10339,"ARHGAP44","Enzyme"
10340,"ARHGAP1","Enzyme"
10341,"ARHGAP8","Enzyme"
10342,"ARHGAP33","Enzyme"
10343,"RHOF","Enzyme"
10344,"RHOG","Enzyme"
10345,"RHOXF1","Transcription Factor"
10346,"RHOXF2","Transcription Factor"
10347,"RIBC1","Other"
10348,"RIDA","Enzyme"
10349,"RIF1","Other"
10350,"TSPOAP1","Other"
10351,"RIMS2","Other"
10352,"RIPOR1","Other"
10353,"RIN2","Other"
10354,"RINT1","Other"
10355,"SCPEP1","Enzyme"
10356,"REG3A","Other"
10357,"REP15","Other"
10358,"REEP5","Other"
10359,"REEP6","Other"
10360,"REL","Transcription Factor"
10361,"ATP6AP2","Other"
10362,"RETN","Other"
10363,"RAB11FIP1","Other"
10364,"RAB11FIP2","Other"
10365,"RGR","GPCR"
10366,"RGS12","Other"
10367,"RIMBP3C","Other"
10368,"RIMS1","Other"
10369,"RIMBP3","Other"
10370,"RIN1","Other"
10371,"RIPK3","Kinase"
10372,"RSL1D1","Other"
10373,"TP53I11","Other"
10374,"PLA2G16","Other"
